RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
2243,1621,F,82,3,2,7,32,274,50,1,4,13:30,15:47,137,2,1,2,2,2,2,2,2,5,2,5,4,4,4,4,4,4,4,5,5,5,0,5,5,5,5,5,5,5,5,5,2,,5,5,5,5,2,3,,US,10,6,2,0,1
2244,1622,F,82,3,2,7,32,274,50,1,4,12:30,15:47,197,2,2,,1,1,1,2,2,3,2,6,3,3,6,3,3,6,6,3,0,0,0,0,3,3,0,0,0,0,3,5,2,,7,5,5,3,2,1,95123-01-01T00:00:00,US,4,6,1,4,1
2245,1623,F,82,3,2,7,32,274,50,1,4,15:00,15:47,47,1,7,,2,1,2,2,2,6,2,4,4,4,4,4,3,3,3,4,3,3,3,2,3,4,4,4,4,4,3,5,2,,6,3,4,2,2,1,94066-01-01T00:00:00,US,2,3,1,2,1
2247,1625,F,82,3,2,7,32,274,50,1,4,14:00,15:47,107,1,9,,2,2,2,2,2,1,2,4,3,3,4,4,3,6,6,4,3,5,6,4,4,4,6,5,4,4,4,4,2,,5,4,4,3,2,3,91748-01-01T00:00:00,US,10,3,1,1,1
2248,1626,F,82,3,2,7,32,274,50,1,4,14:10,15:47,97,3,5,,2,1,1,1,2,3,2,4,3,3,4,4,4,4,4,4,6,4,6,0,4,5,6,5,6,4,4,4,2,,5,4,5,5,2,3,91789-01-01T00:00:00,US,10,6,1,3,1
2249,1627,F,82,3,2,7,32,274,50,1,4,14:30,15:47,77,1,4,,1,1,0,2,2,6,2,5,3,3,4,5,5,6,6,4,6,4,6,6,4,4,6,4,6,4,3,5,2,,5,4,5,4,2,1,94117-01-01T00:00:00,US,1,4,1,0,1
2250,1628,F,82,3,2,7,32,274,50,1,4,14:30,15:47,77,1,3,,0,2,0,1,0,2,2,5,4,4,4,4,4,4,4,0,0,0,0,0,4,5,0,0,0,0,5,5,2,,11,0,5,6,2,4,97030-01-01T00:00:00,US,10,7,1,3,1
2251,1629,F,82,3,2,7,32,274,50,1,4,13:00,15:47,167,1,3,,2,1,1,0,0,1,2,4,4,4,3,6,3,6,6,0,0,0,0,0,3,4,6,6,6,4,4,5,0,,11,0,5,6,1,4,1945-01-01T00:00:00,US,12,6,1,4,1
2253,1631,F,82,3,2,7,32,274,50,1,4,14:20,15:47,87,1,2,,2,1,1,2,2,6,2,3,3,3,4,4,4,2,2,5,4,3,6,6,3,5,5,4,6,3,3,4,2,,5,4,5,0,2,1,,US,1,3,1,4,1
2255,1633,F,82,3,2,7,32,274,50,1,4,15:00,15:47,47,2,3,,2,2,2,2,2,2,2,4,6,4,5,5,5,6,6,6,6,6,6,6,4,5,6,6,6,6,4,5,3,,11,5,5,5,2,4,91361-01-01T00:00:00,US,10,6,1,4,1
2257,1749,A,11,1,2,8,21,632,11,2,3,5:07,7:00,113,2,4,,1,2,1,2,2,1,2,4,3,6,3,3,5,6,6,3,6,6,6,6,3,5,6,6,6,5,5,3,2,,5,4,3,3,2,3,2145-01-01T00:00:00,US,12,2,2,2,1
2258,1750,A,11,1,2,8,21,632,11,2,3,6:15,7:00,45,1,4,,2,2,1,2,2,2,1,6,4,4,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,5,4,4,3,2,3,2111-01-01T00:00:00,US,12,5,1,0,1
2259,1751,A,11,1,2,8,21,632,11,2,3,3:30,7:00,210,4,6,,1,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,,5,5,2,4,1,1,94109-01-01T00:00:00,US,1,2,1,0,1
2260,1752,A,11,1,2,8,21,632,11,2,3,5:30,7:00,90,2,2,,1,2,1,2,2,3,2,6,3,6,3,3,3,3,3,3,6,6,6,6,4,5,6,6,6,5,4,5,2,,5,3,4,3,2,1,94109-01-01T00:00:00,US,1,2,2,1,1
2261,1753,A,11,1,2,8,21,632,11,2,3,5:15,7:00,105,2,6,,1,2,2,2,2,2,2,3,6,3,3,3,3,3,3,6,6,6,6,6,3,5,6,6,6,6,5,5,2,,5,5,3,4,1,3,2190-01-01T00:00:00,US,12,5,2,3,1
2262,1754,A,11,1,2,8,21,632,11,2,3,5:30,7:00,90,3,6,,2,2,1,1,2,4,2,5,4,5,5,5,4,5,5,6,6,5,6,6,5,5,5,5,5,5,5,4,2,,5,5,5,5,2,1,94118-01-01T00:00:00,US,1,3,2,1,1
2263,1755,A,11,1,2,8,21,632,11,2,3,6:00,7:00,60,2,7,,1,2,2,2,2,2,2,4,3,4,4,4,3,6,6,4,4,6,3,6,3,4,3,6,6,4,4,4,3,,32,4,4,0,2,2,95531-01-01T00:00:00,US,10,5,1,2,1
2264,1756,A,11,1,2,8,21,632,11,2,3,5:00,7:00,120,2,3,,2,2,1,0,2,1,2,4,4,4,4,4,4,6,6,6,6,6,6,6,4,3,6,6,6,3,6,4,2,,11,4,4,6,2,4,22044-01-01T00:00:00,US,12,6,1,4,1
2265,1757,A,11,1,2,8,21,632,11,2,3,5:00,7:00,120,2,4,,1,2,2,2,2,1,2,4,3,2,3,3,1,3,3,6,6,6,6,6,3,4,6,6,6,3,6,3,2,,5,4,3,2,1,3,2145-01-01T00:00:00,US,12,3,2,2,1
2266,1758,A,11,1,2,8,21,632,11,2,3,6:00,7:00,60,1,5,,2,2,1,2,2,2,2,4,4,4,3,4,4,4,4,3,6,5,6,6,4,5,6,5,6,5,5,4,2,,1,5,5,4,1,1,94609-01-01T00:00:00,US,3,3,2,2,1
2267,1759,A,11,1,2,8,21,632,11,2,3,5:30,7:00,90,6,2,,1,1,0,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,4,2,,1,5,5,5,2,1,94577-01-01T00:00:00,US,3,7,2,3,1
2268,1760,A,11,1,2,8,21,632,11,2,3,5:00,7:00,120,2,8,,1,2,1,2,2,2,2,6,6,6,4,4,4,6,6,0,0,0,0,0,4,5,6,3,6,6,3,4,2,,2,4,4,4,2,1,,US,5,7,2,1,1
2269,1761,A,11,1,2,8,21,632,11,2,3,5:50,7:00,70,1,12,,2,2,1,2,2,2,2,3,3,6,3,5,5,2,3,4,6,6,6,6,4,5,6,6,6,6,6,5,2,,5,5,3,3,2,3,1776-01-01T00:00:00,US,12,5,2,4,1
2270,1762,A,11,1,2,8,21,632,11,2,3,5:00,7:00,120,2,2,,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,,9,0,5,5,2,1,94952-01-01T00:00:00,US,7,3,1,2,1
2271,1763,A,11,1,2,8,21,632,11,2,3,14:30,7:00,990,2,5,,1,2,2,1,2,3,1,5,3,3,4,3,4,6,3,4,4,4,6,6,4,4,6,4,6,4,4,5,2,,5,4,4,4,2,1,,US,3,3,1,2,1
2272,1764,A,11,1,2,8,21,632,11,2,3,5:30,7:00,90,2,4,,1,2,1,2,2,2,1,4,4,3,4,4,4,3,6,4,6,6,6,0,4,5,6,6,6,6,4,4,0,,5,0,4,4,2,3,2190-01-01T00:00:00,US,12,6,2,3,1
2273,1765,A,11,1,2,8,21,632,11,2,3,5:30,7:00,90,1,2,,0,2,2,2,2,4,1,3,6,6,4,6,5,6,6,4,6,6,6,6,4,4,6,6,6,6,4,4,2,,5,5,5,5,2,1,94121-01-01T00:00:00,US,1,4,1,3,1
2274,1766,A,11,1,2,8,21,632,11,2,3,5:30,7:00,90,1,2,,1,2,2,1,2,4,1,4,3,4,4,5,4,6,6,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,5,5,5,5,2,1,94117-01-01T00:00:00,US,1,5,2,3,1
2275,1767,A,11,1,2,8,21,632,11,2,3,6:00,7:00,60,3,2,,1,2,1,2,2,2,2,3,3,4,5,5,5,6,6,5,6,6,6,6,4,5,6,6,6,3,4,5,2,,6,5,5,5,2,1,94403-01-01T00:00:00,US,2,3,2,2,1
2277,1636,F,73,3,2,7,32,343,39,3,4,16:30,18:29,119,8,3,,2,1,1,2,1,1,1,4,2,3,4,4,4,4,4,6,6,6,6,6,3,4,6,6,6,4,4,4,2,,11,4,4,6,2,4,77494-01-01T00:00:00,US,11,4,1,0,2
2280,1638,F,73,3,2,7,32,343,39,3,4,17:00,18:29,89,2,5,,2,2,1,2,2,3,2,3,3,3,4,4,5,5,5,4,6,4,6,6,4,4,6,4,6,4,4,5,1,4,5,4,4,4,2,1,,US,1,3,2,0,1
2285,1643,F,73,3,2,7,32,343,39,3,4,16:30,18:29,119,1,1,3,1,2,2,2,2,3,2,3,4,4,4,4,4,6,6,5,4,6,5,6,4,4,6,6,6,4,4,4,2,,13,4,5,5,2,2,95337-01-01T00:00:00,US,10,3,1,2,1
2286,1644,F,73,3,2,7,32,343,39,3,4,16:00,18:29,149,2,9,,1,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,6,2,6,4,4,4,6,4,4,4,6,4,2,,9,4,2,4,1,3,77375-01-01T00:00:00,US,11,4,2,2,1
2287,1645,F,73,3,2,7,32,343,39,3,4,11:45,18:29,404,1,3,,2,1,1,1,2,1,2,3,3,4,4,5,4,1,1,6,6,6,6,6,3,5,6,6,6,6,5,3,2,,11,3,4,1,0,4,76528-01-01T00:00:00,US,11,2,1,2,1
2288,1646,F,73,3,2,7,32,343,39,3,4,16:20,18:29,129,1,3,,0,0,1,2,2,2,2,4,4,4,4,4,4,6,6,6,6,6,6,6,5,5,6,6,6,5,3,5,2,,11,0,5,6,2,4,77007-01-01T00:00:00,US,11,3,2,2,1
2289,1647,F,73,3,2,7,32,343,39,3,4,16:00,18:29,149,2,8,,1,1,1,2,2,3,2,3,3,4,3,3,3,3,3,2,2,6,6,6,3,3,3,6,3,3,2,3,1,3,5,3,3,4,2,3,70503-01-01T00:00:00,US,11,2,1,0,1
2290,1648,F,73,3,2,7,32,343,39,3,4,0:00,18:29,1109,1,3,,1,2,1,1,2,1,2,4,2,3,3,3,2,4,3,2,0,3,3,3,2,5,3,3,3,2,3,3,2,,11,0,4,3,3,4,76513-01-01T00:00:00,US,11,2,2,2,1
2292,1650,F,73,3,2,7,32,343,39,3,4,17:20,18:29,69,3,3,,2,2,1,2,2,2,2,5,5,5,5,5,0,6,6,6,0,0,0,0,5,5,6,6,6,5,5,5,2,,11,6,5,6,2,4,77002-01-01T00:00:00,US,11,5,1,3,1
2294,1652,F,73,3,2,7,32,343,39,3,4,14:00,18:29,269,3,3,,2,2,1,2,1,1,1,6,3,6,5,6,5,6,6,6,6,6,6,6,4,4,6,6,6,4,5,4,2,,11,3,5,6,2,4,97402-01-01T00:00:00,US,10,6,1,0,1
2296,1654,F,73,3,2,7,32,343,39,3,4,16:15,18:29,134,1,4,,1,1,2,1,2,3,1,3,4,4,4,4,5,4,4,6,6,6,6,6,5,5,6,6,6,4,5,5,2,,5,5,5,5,2,3,77002-01-01T00:00:00,US,11,5,1,3,1
2297,1655,F,73,3,2,7,32,343,39,3,4,16:30,18:29,119,2,9,,1,1,1,2,2,1,1,5,5,5,5,5,5,6,6,4,6,5,5,5,5,5,6,5,5,4,5,5,2,,5,3,5,5,2,3,78251-01-01T00:00:00,US,11,6,2,1,1
2299,882,C,40,2,1,5,15,1940,60,2,4,9:30,11:15,105,1,2,,1,1,1,2,2,3,1,3,3,3,3,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,4,1,3,7,4,3,4,2,1,95123-01-01T00:00:00,US,4,3,1,0,1
2300,883,C,40,2,1,5,15,1940,60,2,4,9:30,11:15,105,2,5,,2,2,1,2,2,1,2,6,3,4,5,5,5,6,6,6,6,5,6,6,4,5,6,5,6,5,5,5,2,,1,5,5,5,2,3,10014-01-01T00:00:00,US,12,4,1,2,1
2301,884,C,40,2,1,5,15,1940,60,2,4,9:00,11:15,135,2,9,,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,2,6,2,6,3,3,4,4,4,3,3,3,0,0,,12,0,0,0,0,3,10017-01-01T00:00:00,US,12,5,1,4,1
2303,886,C,40,2,1,5,15,1940,60,2,4,9:45,11:15,90,1,4,,1,2,1,2,2,1,2,6,3,6,3,4,4,6,6,6,6,6,6,6,3,4,6,6,6,4,6,5,2,,5,5,3,4,2,3,10011-01-01T00:00:00,US,12,3,1,2,1
2304,887,C,40,2,1,5,15,1940,60,2,4,8:30,11:15,165,1,9,,1,1,1,2,2,3,2,5,4,4,5,5,5,6,6,4,6,5,6,3,5,5,6,5,4,5,4,5,2,,3,4,5,4,2,3,10538-01-01T00:00:00,US,12,4,2,4,1
2305,888,C,40,2,1,5,15,1940,60,2,4,10:00,11:15,75,1,4,,2,1,2,2,2,4,2,5,4,3,4,4,4,3,3,4,6,5,6,6,5,5,6,5,6,5,4,5,2,,5,4,5,5,2,1,94109-01-01T00:00:00,US,1,3,2,2,1
2306,889,C,40,2,1,5,15,1940,60,2,4,9:30,11:15,105,1,9,,1,2,1,1,2,3,1,3,3,3,3,2,3,6,6,2,6,2,6,3,4,4,6,4,4,3,3,5,2,,5,4,5,5,2,3,,US,12,4,1,3,1
2307,890,C,40,2,1,5,15,1940,60,2,4,10:00,11:15,75,2,4,,1,2,2,2,2,3,1,3,4,3,4,3,4,3,3,4,4,6,6,2,3,4,4,6,3,4,3,4,2,,3,5,5,5,2,3,7024-01-01T00:00:00,US,12,7,1,4,1
2308,891,C,40,2,1,5,15,1940,60,2,4,9:45,11:15,90,3,2,,2,1,2,2,2,3,2,4,4,4,3,3,3,6,6,4,4,4,6,4,4,4,6,4,4,6,4,4,2,,7,4,5,4,2,3,,US,12,5,1,4,1
2309,892,C,40,2,1,5,15,1940,60,2,4,9:30,11:15,105,3,2,,2,2,2,1,2,1,1,6,6,4,5,6,5,6,6,5,6,6,6,6,5,4,6,6,6,6,4,4,2,,9,5,5,5,2,3,12457-01-01T00:00:00,US,12,6,2,2,1
2310,893,C,40,2,1,5,15,1940,60,2,4,9:00,11:15,135,1,3,,1,2,1,2,2,2,1,5,4,4,4,4,4,6,6,6,6,4,6,6,4,5,6,5,6,5,5,4,1,4,11,4,4,6,2,4,10566-01-01T00:00:00,US,12,5,2,4,1
2312,895,C,40,2,1,5,15,1940,60,2,4,10:00,11:15,75,1,1,2,2,1,2,1,2,0,2,5,4,3,3,3,4,6,6,4,3,3,6,6,4,3,6,6,6,4,3,5,2,,6,5,5,4,1,1,94062-01-01T00:00:00,US,2,5,1,4,1
2313,896,C,40,2,1,5,15,1940,60,2,4,9:30,11:15,105,3,5,,1,2,2,2,2,1,2,5,0,0,5,5,5,0,0,0,0,5,0,0,5,5,0,5,0,0,0,5,2,,12,0,5,5,2,3,11218-01-01T00:00:00,US,12,6,1,1,1
2315,898,C,40,2,1,5,15,1940,60,2,4,9:30,11:15,105,1,9,,1,1,1,1,1,4,2,4,4,4,4,4,4,4,4,3,5,5,5,5,5,4,4,4,4,4,4,0,2,,12,4,3,3,2,3,12603-01-01T00:00:00,US,12,3,1,3,1
2316,899,C,40,2,1,5,15,1940,60,2,4,9:15,11:15,120,2,9,,1,2,1,2,2,1,1,6,6,4,5,5,5,5,5,5,6,5,6,5,5,5,6,5,5,6,5,5,2,,5,5,5,5,2,3,10029-01-01T00:00:00,US,12,3,2,3,1
2319,1479,C,44,3,2,6,15,4770,50,1,4,16:15,17:50,95,2,7,,2,1,2,2,2,1,1,6,6,6,5,6,6,6,6,0,0,0,0,0,4,5,6,6,6,6,6,5,2,,5,5,4,3,2,3,92620-01-01T00:00:00,US,10,4,2,4,1
2321,1481,C,44,3,2,6,15,4770,50,1,4,15:45,17:50,125,1,3,,1,1,1,2,2,2,1,2,5,5,5,6,4,6,5,6,6,6,6,6,4,5,6,6,6,5,4,5,2,,11,6,5,1,2,4,90305-01-01T00:00:00,US,10,4,1,4,1
2322,1482,C,44,3,2,6,15,4770,50,1,4,16:10,17:50,100,2,2,,2,2,1,2,2,2,1,6,4,6,5,6,6,6,6,6,6,6,6,6,0,4,6,6,6,4,4,5,2,,6,5,5,5,2,3,90212-01-01T00:00:00,US,10,4,2,4,1
2323,1483,C,44,3,2,6,15,4770,50,1,4,17:00,17:50,50,1,2,,2,2,2,2,2,6,1,3,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,4,2,,1,4,5,5,2,1,,US,3,3,2,2,1
2324,1484,C,44,3,2,6,15,4770,50,1,4,16:40,17:50,70,2,8,,2,1,1,2,2,1,2,2,3,3,4,3,3,4,4,4,4,4,4,4,4,4,6,6,6,4,4,5,2,,5,3,4,4,2,3,90405-01-01T00:00:00,US,10,2,0,3,1
2325,1485,C,44,3,2,6,15,4770,50,1,4,16:50,17:50,60,2,2,,2,1,1,1,2,3,2,4,3,3,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,5,4,5,2,,5,5,5,5,2,3,90057-01-01T00:00:00,US,10,4,2,2,1
2326,1486,C,44,3,2,6,15,4770,50,1,4,17:00,17:50,50,3,5,,1,2,2,1,2,1,2,1,2,2,5,5,5,5,5,6,6,6,6,6,6,4,6,6,6,4,4,4,2,,5,4,5,5,2,3,92507-01-01T00:00:00,US,10,2,2,1,1
2327,1487,C,44,3,2,6,15,4770,50,1,4,16:30,17:50,80,1,5,,1,0,0,2,2,4,2,6,6,6,5,4,4,3,6,4,2,4,6,6,4,4,6,4,6,6,4,5,2,,2,3,4,5,2,3,96528-01-01T00:00:00,US,10,6,1,0,1
2328,1488,C,44,3,2,6,15,4770,50,1,4,17:10,17:50,40,2,4,,2,2,2,2,2,1,2,6,6,6,4,6,4,6,6,4,6,6,6,6,5,5,6,6,6,6,5,5,1,5,5,5,5,5,2,3,84103-01-01T00:00:00,US,10,3,2,1,1
2329,1489,C,44,3,2,6,15,4770,50,1,4,16:10,17:50,100,1,9,,1,1,2,1,2,3,2,4,3,3,3,3,3,2,2,1,3,4,6,5,4,4,4,5,5,6,4,4,1,3,8,3,5,3,2,1,,US,5,6,1,4,1
2330,1490,C,44,3,2,6,15,4770,50,1,4,N,17:50,,2,7,,1,1,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,4,4,4,2,,6,4,5,2,2,3,92886-01-01T00:00:00,US,10,4,2,1,1
2331,1491,C,44,3,2,6,15,4770,50,1,4,16:00,17:50,110,2,2,,2,1,2,2,2,1,2,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,2,,7,5,5,5,2,3,91007-01-01T00:00:00,US,10,4,1,2,1
2333,1493,C,44,3,2,6,15,4770,50,1,4,4:15,17:50,815,2,2,,2,1,2,2,2,1,2,4,6,4,4,4,4,6,6,4,6,6,6,6,4,4,6,6,6,6,3,4,2,,6,5,5,5,2,3,90020-01-01T00:00:00,US,10,4,1,3,1
2334,1494,C,44,3,2,6,15,4770,50,1,4,16:10,17:50,100,2,6,,0,1,0,2,2,1,2,3,5,4,5,3,2,6,6,6,6,4,6,6,4,5,6,4,6,4,5,4,2,,5,5,5,4,2,3,90046-01-01T00:00:00,US,10,5,2,3,1
2335,1495,C,44,3,2,6,15,4770,50,1,4,16:15,17:50,95,3,2,,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,4,5,1,5,6,5,5,5,2,3,90036-01-01T00:00:00,US,10,4,1,3,1
2336,1496,C,44,3,2,6,15,4770,50,1,4,16:30,17:50,80,3,2,,2,2,1,2,2,1,2,3,6,3,4,6,3,6,3,4,6,6,6,6,3,4,6,6,6,4,6,4,2,,5,5,4,4,2,3,54601-01-01T00:00:00,US,11,3,1,2,1
2337,2893,D,51,2,2,11,35,932,50,1,4,13:15,15:10,115,5,2,,2,2,2,2,2,1,2,6,6,6,5,6,5,6,6,4,6,6,6,6,4,5,6,6,6,6,5,4,2,,5,4,4,3,2,1,94122-01-01T00:00:00,US,1,4,2,2,1
2338,2894,D,51,2,2,11,35,932,50,1,4,13:30,15:10,100,2,5,,2,2,1,2,2,3,2,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,5,2,,5,0,5,4,2,1,94107-01-01T00:00:00,US,1,3,2,2,1
2339,2895,D,51,2,2,11,35,932,50,1,4,12:30,15:10,160,2,3,,1,2,1,2,2,2,2,3,4,3,2,3,3,3,3,6,6,6,6,6,3,5,5,5,5,5,5,5,2,,11,5,4,5,1,4,90004-01-01T00:00:00,US,10,3,2,4,1
2340,2896,D,51,2,2,11,35,932,50,1,4,13:00,15:10,130,1,5,,1,1,1,2,1,4,2,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,6,5,5,5,2,,5,5,5,4,2,3,90049-01-01T00:00:00,US,10,3,1,2,1
2341,2897,D,51,2,2,11,35,932,50,1,4,12:25,15:10,165,3,1,3,2,1,1,2,2,3,2,5,5,5,4,4,5,6,6,4,3,6,3,6,5,5,4,6,6,5,5,5,2,,6,3,5,3,2,1,94002-01-01T00:00:00,US,2,4,2,2,1
2343,2899,D,51,2,2,11,35,932,50,1,4,13:05,15:10,125,2,9,,2,1,1,0,0,2,2,5,5,5,5,5,5,3,3,5,6,5,6,5,5,5,6,5,5,5,5,5,2,,1,0,5,3,2,1,,US,5,3,2,2,1
2344,2900,D,51,2,2,11,35,932,50,1,4,13:30,15:10,100,2,3,,1,2,1,2,2,3,2,5,4,3,4,5,4,3,4,6,6,5,6,6,5,5,6,5,6,5,5,5,2,,11,6,4,5,1,4,90004-01-01T00:00:00,US,10,3,2,2,1
2346,2902,D,51,2,2,11,35,932,50,1,4,14:05,15:10,65,2,8,,2,2,2,2,2,6,2,4,5,5,5,4,4,5,5,5,4,3,6,6,5,5,5,4,6,5,5,5,2,,5,5,5,4,2,1,94105-01-01T00:00:00,US,1,3,1,4,1
2347,2903,D,51,2,2,11,35,932,50,1,4,13:40,15:10,90,3,2,,2,2,2,2,1,6,2,5,5,5,5,2,4,3,3,4,3,2,0,4,4,4,4,3,3,5,5,4,1,3,5,0,5,2,2,1,94105-01-01T00:00:00,US,1,3,2,2,1
2348,2904,D,51,2,2,11,35,932,50,1,4,14:00,15:10,70,1,3,,2,2,2,2,2,6,2,5,5,5,5,5,5,5,5,4,4,4,6,3,5,5,5,5,5,5,5,5,2,,11,0,5,5,2,4,,US,10,5,2,4,1
2349,2905,D,51,2,2,11,35,932,50,1,4,14:00,15:10,70,3,2,,1,2,2,2,2,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,5,4,5,4,2,1,94102-01-01T00:00:00,US,1,6,1,3,1
2350,2906,D,51,2,2,11,35,932,50,1,4,13:00,15:10,130,2,1,3,2,1,1,2,2,2,1,4,4,4,4,4,4,6,6,6,4,6,4,6,4,4,4,6,6,4,4,5,2,,5,4,4,4,2,1,94121-01-01T00:00:00,US,1,5,1,0,1
2351,2907,D,51,2,2,11,35,932,50,1,4,13:00,15:10,130,2,3,,1,2,2,2,2,2,1,5,6,4,2,5,4,6,6,6,6,3,6,6,4,5,6,5,6,6,4,5,1,2,11,0,3,4,2,4,90036-01-01T00:00:00,US,10,4,1,3,1
2352,2908,D,51,2,2,11,35,932,50,1,4,13:10,15:10,120,1,9,,2,2,2,2,2,6,1,4,5,3,4,4,3,6,6,3,6,4,6,4,4,4,6,4,4,5,6,5,1,3,5,1,5,3,1,3,,US,10,4,1,4,1
2353,2909,D,51,2,2,11,35,932,50,1,4,13:30,15:10,100,1,3,,2,2,2,2,2,5,1,5,4,6,5,5,5,6,6,5,6,5,6,5,5,5,6,5,5,5,5,5,2,,11,0,5,6,2,4,91361-01-01T00:00:00,US,10,4,1,3,1
2354,2910,D,51,2,2,11,35,932,50,1,4,13:00,15:10,130,1,5,,1,2,2,1,2,4,1,4,4,4,4,5,4,6,6,6,6,3,4,6,4,5,6,5,6,4,4,5,2,,5,4,5,2,2,3,90293-01-01T00:00:00,US,10,4,2,0,1
2355,2810,B,31,1,1,11,28,439,46,1,4,6:15,8:35,140,3,6,,1,2,1,2,2,3,1,4,4,4,5,5,5,4,3,6,6,6,6,6,5,5,6,6,6,4,4,4,2,,5,5,5,5,2,1,94107-01-01T00:00:00,US,1,2,1,1,1
2356,2811,B,31,1,1,11,28,439,46,1,4,6:25,8:35,130,2,2,,2,2,2,2,2,1,1,5,5,5,5,5,5,4,4,6,6,6,6,6,4,4,6,6,6,4,3,5,2,,7,5,5,4,2,1,94112-01-01T00:00:00,US,1,4,1,2,1
2359,2814,B,31,1,1,11,28,439,46,1,4,6:45,8:35,110,2,2,,2,2,1,2,2,3,1,4,4,4,5,5,5,3,3,6,6,6,6,6,4,5,6,6,6,4,4,5,2,,5,5,5,5,2,1,94104-01-01T00:00:00,US,1,3,2,2,1
2360,2815,B,31,1,1,11,28,439,46,1,4,6:30,8:35,125,2,5,,2,1,1,2,2,2,1,3,3,3,3,3,3,6,6,6,6,4,6,6,4,4,6,5,6,4,4,5,2,,5,5,5,5,2,1,94110-01-01T00:00:00,US,1,3,2,2,1
2361,2816,B,31,1,1,11,28,439,46,1,4,7:00,8:35,95,2,2,,2,2,2,2,2,4,2,4,5,2,4,4,4,2,2,3,4,3,2,6,4,3,3,4,6,4,3,4,2,,5,3,3,2,2,1,,US,1,3,1,4,1
2362,2817,B,31,1,1,11,28,439,46,1,4,7:00,8:35,95,2,2,,1,2,1,2,2,1,2,5,3,3,4,5,3,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,2,,5,5,5,3,2,1,94112-01-01T00:00:00,US,1,3,1,1,1
2363,2818,B,31,1,1,11,28,439,46,1,4,6:18,8:35,137,2,1,3,1,0,1,2,2,3,2,3,2,2,0,4,4,4,4,0,0,0,4,0,4,5,0,0,0,5,5,5,1,3,7,3,3,1,1,1,95112-01-01T00:00:00,US,4,3,1,2,1
2364,2819,B,31,1,1,11,28,439,46,1,4,7:10,8:35,85,2,2,,2,1,2,2,2,3,2,3,3,3,4,4,4,6,6,4,3,6,4,6,3,4,3,6,6,4,3,4,1,4,6,5,5,4,2,1,95035-01-01T00:00:00,US,4,3,1,3,1
2366,2821,B,31,1,1,11,28,439,46,1,4,6:45,8:35,110,1,6,,2,1,1,2,2,5,2,4,4,4,5,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,2,,5,4,5,3,2,1,94109-01-01T00:00:00,US,1,3,2,2,1
2367,2822,B,31,1,1,11,28,439,46,1,4,6:50,8:35,105,3,4,,1,1,1,2,2,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,,5,4,5,0,2,3,91604-01-01T00:00:00,US,10,3,2,2,1
2368,2823,B,31,1,1,11,28,439,46,1,4,7:00,8:35,95,4,2,,0,0,1,2,2,1,2,6,3,3,4,3,3,3,3,2,4,6,6,6,4,5,5,5,5,5,5,5,2,,3,5,5,3,2,1,94946-01-01T00:00:00,US,6,3,1,2,1
