RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
2131,2709,F,83,2,2,3,32,425,25,1,4,11:15,13:00,105,1,1,2,2,1,2,2,1,4,2,4,3,3,3,3,3,6,6,3,3,4,3,6,3,3,6,3,6,3,3,4,1,3,1,4,4,4,2,1,94566-01-01T00:00:00,US,3,5,1,4,1
2132,2710,F,83,2,2,3,32,425,25,1,4,11:00,13:00,120,1,5,,2,1,2,2,2,6,1,4,3,3,2,3,3,6,6,2,2,4,3,4,1,4,4,4,4,3,3,4,2,,2,4,4,2,2,3,80919-01-01T00:00:00,US,10,6,1,4,1
2134,2712,F,83,2,2,3,32,425,25,1,4,10:30,13:00,150,1,3,,2,2,2,2,2,1,1,4,4,4,3,4,4,6,6,3,6,4,6,4,4,4,6,6,6,4,4,5,2,,11,0,5,6,2,4,80503-01-01T00:00:00,US,10,5,1,4,1
2135,2713,F,83,2,2,3,32,425,25,1,4,10:15,13:00,165,2,2,,1,2,2,2,2,3,1,5,4,4,5,5,6,6,6,5,6,2,4,6,4,5,6,4,6,5,4,4,2,,1,5,5,5,2,1,94555-01-01T00:00:00,US,3,7,2,0,1
2136,2714,F,83,2,2,3,32,425,25,1,4,11:30,13:00,90,1,2,,1,1,2,2,2,4,1,4,6,6,5,4,4,6,6,5,6,6,6,3,4,4,6,6,4,6,4,5,2,,7,5,4,4,0,3,21050-01-01T00:00:00,US,12,5,2,4,1
2137,2715,F,83,2,2,3,32,425,25,1,4,11:15,13:00,105,1,7,,2,1,2,2,2,1,1,4,6,4,4,4,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,6,4,5,5,2,3,80122-01-01T00:00:00,US,10,5,1,4,1
2138,2716,F,83,2,2,3,32,425,25,1,4,11:00,13:00,120,2,7,,1,1,2,2,2,1,1,4,6,4,4,4,4,6,6,6,6,6,6,6,4,3,6,6,6,6,6,3,2,,5,3,3,3,2,3,15656-01-01T00:00:00,US,12,4,1,2,1
2139,1431,B,22,2,2,6,8,312,67,1,1,14:00,15:02,62,3,8,,2,2,2,2,2,3,2,5,6,4,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,2,,37,5,5,5,2,3,92252-01-01T00:00:00,US,10,3,2,2,1
2140,1432,B,22,2,2,6,8,312,67,1,1,12:45,15:02,137,3,6,,1,2,1,2,2,1,1,5,2,0,4,4,4,6,6,3,6,6,6,6,4,3,6,6,6,6,4,5,1,5,3,5,5,4,2,1,94945-01-01T00:00:00,US,6,7,0,3,1
2141,1433,B,22,2,2,6,8,312,67,1,1,11:00,15:02,242,5,2,,2,2,1,2,2,3,1,4,4,6,5,3,3,6,6,4,6,6,6,6,4,3,6,6,6,4,3,5,2,,5,5,5,5,2,1,94555-01-01T00:00:00,US,3,5,2,2,1
2142,1434,B,22,2,2,6,8,312,67,1,1,13:30,15:02,92,3,6,,1,2,1,2,2,4,1,5,5,6,5,5,5,6,6,4,6,6,6,6,4,5,6,6,6,5,3,5,2,,3,5,5,5,2,3,92203-01-01T00:00:00,US,10,6,2,2,1
2143,1435,B,22,2,2,6,8,312,67,1,1,11:30,15:02,212,3,4,,1,2,1,2,2,4,1,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,12,6,5,2,2,3,92211-01-01T00:00:00,US,10,7,1,4,1
2144,1436,B,22,2,2,6,8,312,67,1,1,13:10,15:02,112,1,3,,0,1,0,0,2,1,2,5,6,4,2,3,2,6,6,6,6,3,6,6,4,5,6,3,6,6,5,5,2,,11,6,2,3,1,4,74464-01-01T00:00:00,US,11,4,2,4,1
2145,1437,B,22,2,2,6,8,312,67,1,1,13:30,15:02,92,2,9,,2,2,2,2,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,5,6,3,5,2,,6,5,5,3,2,1,94070-01-01T00:00:00,US,2,7,1,4,1
2146,1438,B,22,2,2,6,8,312,67,1,1,13:30,15:02,92,2,3,,2,2,1,2,2,5,2,4,4,3,4,4,4,3,3,4,3,5,6,3,4,3,3,3,3,4,4,5,2,,11,6,4,3,2,4,92284-01-01T00:00:00,US,10,5,1,1,1
2147,1439,B,22,2,2,6,8,312,67,1,1,13:15,15:02,107,2,5,,2,2,2,1,2,3,2,4,2,2,4,4,4,3,3,4,4,5,3,3,4,4,6,4,6,6,4,5,2,,1,5,5,3,2,3,92262-01-01T00:00:00,US,10,6,1,3,1
2148,1440,B,22,2,2,6,8,312,67,1,1,12:00,15:02,182,2,11,,1,2,1,2,2,3,1,5,3,6,5,5,1,6,6,5,6,6,6,6,4,5,6,6,6,4,5,5,2,,12,4,4,6,2,1,94549-01-01T00:00:00,US,5,7,2,2,1
2149,1441,B,22,2,2,6,8,312,67,1,1,13:36,15:02,86,2,2,,2,2,2,2,2,1,2,6,6,4,4,4,5,6,6,6,6,6,6,6,4,3,3,6,6,6,4,5,2,,5,5,5,5,2,3,92211-01-01T00:00:00,US,10,3,2,1,1
2150,1442,B,22,2,2,6,8,312,67,1,1,12:15,15:02,167,2,1,4,1,2,2,2,2,1,2,6,6,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,2,4,4,3,2,1,94582-01-01T00:00:00,US,5,6,1,3,1
2151,1443,B,22,2,2,6,8,312,67,1,1,12:30,15:02,152,2,2,,1,2,1,2,0,3,2,4,4,0,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,2,,2,4,5,3,2,1,94595-01-01T00:00:00,US,5,7,2,1,1
2152,1444,B,22,2,2,6,8,312,67,1,1,13:40,15:02,82,1,4,,2,2,2,2,2,3,2,6,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,4,5,2,,5,5,5,5,2,3,92262-01-01T00:00:00,US,10,4,1,4,1
2153,1445,B,22,2,2,6,8,312,67,1,1,14:00,15:02,62,6,2,,2,2,2,2,2,2,1,5,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,4,2,,6,4,5,5,2,3,92262-01-01T00:00:00,US,10,7,2,1,1
2154,1446,B,22,2,2,6,8,312,67,1,1,13:00,15:02,122,2,1,4,1,0,0,2,2,2,2,6,3,3,3,3,3,6,6,6,6,6,6,6,3,3,6,6,6,4,3,5,2,,1,3,3,3,3,1,94568-01-01T00:00:00,US,3,6,1,4,1
2155,1447,B,22,2,2,6,8,312,67,1,1,14:00,15:02,62,6,11,,2,2,2,2,2,3,1,6,6,6,5,5,5,6,6,6,6,6,6,0,5,5,6,6,6,6,4,5,2,,12,5,5,5,2,1,94510-01-01T00:00:00,US,8,2,2,1,1
2156,2423,A,10,2,1,13,21,1435,49,1,1,10:10,12:00,110,3,7,,1,1,2,2,0,1,2,4,6,3,2,4,3,3,6,6,6,6,3,6,4,5,6,6,6,6,4,4,1,3,5,3,3,0,2,3,90802-01-01T00:00:00,US,10,6,1,3,1
2157,2424,A,10,2,1,13,21,1435,49,1,1,9:50,12:00,130,1,5,,1,2,1,1,2,1,2,4,3,3,3,4,4,4,4,6,6,6,6,6,4,5,6,6,6,4,6,5,3,,5,4,4,5,2,3,90292-01-01T00:00:00,US,10,4,1,4,1
2158,2425,A,10,2,1,13,21,1435,49,1,1,10:00,12:00,120,2,5,,0,1,0,2,2,1,2,5,3,4,5,5,4,0,0,5,4,5,5,5,4,5,0,0,0,0,0,4,2,,1,4,5,5,2,2,95817-01-01T00:00:00,US,10,2,2,1,1
2159,2426,A,10,2,1,13,21,1435,49,1,1,10:45,12:00,75,2,5,,2,2,2,2,2,3,2,5,4,6,3,4,3,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,2,,5,0,5,2,2,3,92886-01-01T00:00:00,US,10,6,1,4,1
2160,2427,A,10,2,1,13,21,1435,49,1,1,10:30,12:00,90,2,5,,2,2,2,2,2,2,2,5,4,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,,US,12,2,1,1,1
2161,2428,A,10,2,1,13,21,1435,49,1,1,10:30,12:00,90,2,2,,1,2,2,1,2,1,2,3,3,3,3,3,3,3,3,6,6,6,6,6,3,3,6,6,6,3,2,3,2,,5,3,3,3,2,3,90808-01-01T00:00:00,US,10,6,1,4,1
2162,2429,A,10,2,1,13,21,1435,49,1,1,8:00,12:00,240,3,2,,1,0,1,2,2,3,2,3,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,1,4,6,4,4,3,1,1,94025-01-01T00:00:00,US,2,5,2,4,1
2163,2430,A,10,2,1,13,21,1435,49,1,1,10:00,12:00,120,2,3,,2,2,1,2,2,2,2,3,4,4,4,3,0,0,0,0,0,0,0,0,4,5,0,0,0,5,5,5,2,,11,0,3,0,2,4,90025-01-01T00:00:00,US,10,4,1,2,1
2164,2431,A,10,2,1,13,21,1435,49,1,1,10:20,12:00,100,2,5,,2,1,2,1,2,3,2,5,4,4,4,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,5,5,5,3,2,3,92807-01-01T00:00:00,US,10,4,2,4,1
2165,2432,A,10,2,1,13,21,1435,49,1,1,8:30,12:00,210,3,2,,2,2,1,1,2,1,2,3,3,3,3,3,3,3,3,4,4,6,6,6,4,4,6,6,6,4,4,5,2,,9,5,5,1,1,3,90706-01-01T00:00:00,US,10,3,2,1,1
2166,2433,A,10,2,1,13,21,1435,49,1,1,10:00,12:00,120,2,6,,2,1,2,1,2,2,2,5,4,4,4,5,5,6,6,5,6,6,6,6,4,5,6,6,6,5,5,5,2,,5,5,4,4,2,3,90808-01-01T00:00:00,US,10,6,2,4,1
2167,2434,A,10,2,1,13,21,1435,49,1,1,10:00,12:00,120,1,9,,2,2,2,2,2,2,2,5,6,4,5,5,5,5,5,5,6,5,6,5,5,5,6,5,5,5,4,5,2,,5,5,5,5,2,3,92505-01-01T00:00:00,US,10,3,1,1,1
2168,2435,A,10,2,1,13,21,1435,49,1,1,10:30,12:00,90,2,5,,1,2,1,2,2,1,1,5,3,6,0,5,2,6,5,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,5,3,2,4,0,3,92705-01-01T00:00:00,US,10,2,2,0,1
2169,2436,A,10,2,1,13,21,1435,49,1,1,10:00,12:00,120,1,9,,2,2,2,2,2,6,1,5,4,4,5,5,5,6,6,5,6,5,6,4,5,5,6,5,4,5,5,5,2,,17,5,5,3,2,3,92692-01-01T00:00:00,US,10,3,2,3,1
2170,2437,A,10,2,1,13,21,1435,49,1,1,10:15,12:00,105,2,12,,2,1,1,2,2,3,1,6,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,4,5,2,,5,5,5,5,2,3,90802-01-01T00:00:00,US,10,7,1,3,1
2171,2438,A,10,2,1,13,21,1435,49,1,1,10:30,12:00,90,3,4,,2,2,1,2,2,2,2,6,3,6,4,5,4,6,6,4,6,6,6,6,4,5,6,6,6,4,4,4,2,,5,4,5,4,2,3,92649-01-01T00:00:00,US,10,3,2,2,1
2172,2439,A,10,2,1,13,21,1435,49,1,1,10:00,12:00,120,2,4,,2,1,1,1,2,1,2,5,5,5,5,5,5,5,5,6,6,6,6,6,5,6,6,6,6,5,3,5,2,,5,4,4,3,2,3,92620-01-01T00:00:00,US,10,3,1,2,1
2173,1715,A,12,3,2,7,21,648,60,2,4,19:26,21:00,94,1,4,,1,1,2,2,2,6,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,4,4,5,5,5,2,,4,4,4,4,2,3,78951-01-01T00:00:00,US,11,4,2,2,1
2174,1716,A,12,3,2,7,21,648,60,2,4,20:00,21:00,60,1,5,,1,1,1,2,1,2,1,4,4,4,5,4,3,4,3,4,4,3,5,4,4,4,4,4,5,4,3,5,2,,1,5,5,5,2,3,76629-01-01T00:00:00,US,11,4,2,2,1
2175,1717,A,12,3,2,7,21,648,60,2,4,19:12,21:00,108,2,2,,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,4,5,4,5,2,,3,5,5,5,2,3,16030-01-01T00:00:00,US,12,2,2,2,1
2176,1718,A,12,3,2,7,21,648,60,2,4,19:45,21:00,75,1,7,,1,1,1,2,2,5,1,3,3,4,5,4,4,5,4,4,3,4,5,5,4,4,4,4,5,5,4,5,2,,7,4,5,5,2,1,94110-01-01T00:00:00,US,1,3,2,2,1
2177,1719,A,12,3,2,7,21,648,60,2,4,19:00,21:00,120,2,4,,1,1,1,2,1,2,1,4,4,5,4,4,4,5,4,4,4,3,5,4,5,4,4,4,5,4,4,5,2,,8,4,5,5,2,1,94122-01-01T00:00:00,US,1,6,2,3,1
2178,1720,A,12,3,2,7,21,648,60,2,4,20:00,21:00,60,4,5,,1,1,2,2,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,2,,3,4,5,5,2,1,94121-01-01T00:00:00,US,1,3,2,2,1
2179,1721,A,12,3,2,7,21,648,60,2,4,19:00,21:00,120,3,4,,1,1,1,2,1,3,1,4,4,3,4,5,4,5,4,4,4,4,5,4,4,4,4,5,4,4,5,5,2,,1,4,5,5,2,1,94608-01-01T00:00:00,US,3,3,2,2,1
2180,1722,A,12,3,2,7,21,648,60,2,4,19:21,21:00,99,2,11,,1,1,1,2,2,3,1,5,4,4,4,4,5,4,3,4,3,4,5,4,4,5,4,4,4,5,4,5,0,,3,5,5,5,2,1,94127-01-01T00:00:00,US,1,4,1,2,1
2181,1723,A,12,3,2,7,21,648,60,2,4,18:45,21:00,135,1,2,,1,1,1,2,2,3,1,5,5,4,4,5,4,3,4,4,5,4,3,4,4,5,5,4,4,5,4,5,2,,4,5,5,5,2,1,94577-01-01T00:00:00,US,3,3,2,2,1
2182,1724,A,12,3,2,7,21,648,60,2,4,19:30,21:00,90,1,2,,1,1,1,2,1,3,1,4,3,4,4,3,4,5,4,4,3,4,5,4,4,4,4,4,5,4,4,5,2,,1,5,5,5,2,3,18052-01-01T00:00:00,US,12,3,2,2,1
2184,1726,A,12,3,2,7,21,648,60,2,4,20:00,21:00,60,1,2,,1,1,1,2,2,4,1,4,4,3,4,4,5,5,5,4,4,4,3,4,4,5,5,4,4,3,5,5,2,,5,5,5,5,2,1,94121-01-01T00:00:00,US,1,3,2,0,1
2186,1728,A,12,3,2,7,21,648,60,2,4,20:10,21:00,50,1,5,,1,1,1,2,2,3,1,3,3,4,4,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,5,2,,1,4,4,4,2,3,6335-01-01T00:00:00,US,12,3,2,3,1
2189,1731,A,12,3,2,7,21,648,60,2,4,N,21:00,,1,4,,1,1,1,2,2,3,1,4,4,3,5,4,3,4,5,4,5,3,3,4,5,5,5,5,4,5,5,5,2,,1,4,5,5,2,3,77539-01-01T00:00:00,US,11,3,2,2,1
2193,1222,A,11,3,2,4,21,636,11,2,3,21:00,22:17,77,3,5,,1,1,1,2,2,3,2,4,5,4,3,4,5,4,3,4,4,4,4,4,4,5,5,5,4,5,5,5,2,,1,4,5,5,2,1,94608-01-01T00:00:00,US,3,5,2,1,1
2194,1223,A,11,3,2,4,21,636,11,2,3,20:00,22:17,137,3,2,,1,1,1,2,2,3,2,3,4,4,5,4,3,5,5,4,5,4,5,5,5,5,5,4,4,3,4,5,2,,5,6,5,5,2,1,94114-01-01T00:00:00,US,1,4,2,3,1
2195,1224,A,11,3,2,4,21,636,11,2,3,21:00,22:17,77,1,5,,1,1,1,2,2,2,2,4,3,3,4,3,4,3,3,3,4,3,3,4,4,5,5,5,5,5,5,5,2,,1,6,5,5,2,1,94924-01-01T00:00:00,US,6,4,1,3,1
2196,1225,A,11,3,2,4,21,636,11,2,3,21:00,22:17,77,4,5,,1,2,1,2,2,3,1,4,5,3,4,3,4,5,3,4,4,3,5,4,3,4,3,4,5,3,4,5,2,,1,5,5,4,2,1,94608-01-01T00:00:00,US,3,3,2,1,1
2197,1226,A,11,3,2,4,21,636,11,2,3,19:45,22:17,152,2,2,,2,1,2,2,1,2,1,4,3,4,5,3,4,3,4,4,3,5,4,4,4,4,4,3,4,4,3,5,2,,5,6,4,4,2,1,94103-01-01T00:00:00,US,1,4,2,2,1
2198,1227,A,11,3,2,4,21,636,11,2,3,20:50,22:17,87,1,5,,1,1,1,2,2,2,1,5,4,3,4,4,5,3,4,5,4,4,4,3,4,4,4,5,3,4,5,5,1,4,1,5,5,5,2,1,,US,3,4,1,4,1
2199,1228,A,11,3,2,4,21,636,11,2,3,19:50,22:17,147,3,2,,1,1,1,2,1,2,1,5,4,2,3,4,3,2,5,4,2,4,3,4,2,5,3,4,4,3,4,5,2,,3,6,4,4,2,1,94914-01-01T00:00:00,US,6,5,2,4,1
2201,1230,A,11,3,2,4,21,636,11,2,3,20:40,22:17,97,1,5,,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,,5,6,4,4,2,1,94124-01-01T00:00:00,US,1,4,2,2,1
2202,1231,A,11,3,2,4,21,636,11,2,3,21:00,22:17,77,4,4,,1,1,1,2,1,3,1,4,5,5,4,5,4,5,4,5,4,4,4,5,5,4,4,5,4,5,4,5,2,,5,6,4,4,2,1,94577-01-01T00:00:00,US,3,5,2,2,1
2203,1232,A,11,3,2,4,21,636,11,2,3,20:00,22:17,137,1,2,,1,2,1,2,2,2,1,4,4,3,4,3,3,4,3,4,3,4,5,4,4,4,4,4,4,4,4,5,2,,4,6,5,5,2,1,94108-01-01T00:00:00,US,1,4,1,2,1
2204,1233,A,11,3,2,4,21,636,11,2,3,20:30,22:17,107,3,7,,1,1,1,2,2,3,1,2,4,3,3,2,4,2,3,3,3,2,3,2,3,3,2,3,2,3,3,5,2,,1,3,3,3,2,3,,US,10,0,0,0,1
2205,1234,A,11,3,2,4,21,636,11,2,3,21:00,22:17,77,2,2,,1,2,1,2,2,3,1,4,3,5,3,4,3,4,4,5,4,3,4,4,4,3,4,4,3,4,5,5,2,,5,4,4,4,2,1,94536-01-01T00:00:00,US,3,3,1,1,1
2207,1236,A,11,3,2,4,21,636,11,2,3,19:40,22:17,157,1,3,,2,2,2,2,2,2,1,3,4,2,3,3,4,3,3,3,2,3,2,4,4,4,4,3,4,4,4,5,2,,11,6,4,4,2,4,6501-01-01T00:00:00,US,12,5,2,3,1
2208,1237,A,11,3,2,4,21,636,11,2,3,20:40,22:17,97,3,5,,1,2,2,2,2,2,1,3,3,3,4,3,2,3,3,3,4,3,2,2,3,3,3,3,3,3,3,5,2,,3,4,4,4,2,1,94925-01-01T00:00:00,US,6,6,2,3,1
2209,1238,A,11,3,2,4,21,636,11,2,3,21:06,22:17,71,1,4,,1,1,1,2,2,6,1,4,5,3,4,4,5,3,4,4,3,4,3,4,4,4,4,3,4,5,5,5,2,,1,4,4,4,2,3,,US,10,0,2,0,1
2210,1815,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,1,2,,2,2,1,2,2,4,2,5,4,4,4,3,4,6,6,4,6,6,6,6,5,4,6,6,0,3,2,1,2,,12,0,3,1,2,1,,US,2,3,1,0,1
2211,1816,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,3,2,,1,1,0,1,2,1,2,4,4,4,3,4,4,3,4,4,0,0,0,0,0,5,0,0,0,0,4,5,1,4,6,4,4,4,2,3,93003-01-01T00:00:00,US,10,7,1,2,1
2212,1817,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,3,2,,2,2,2,2,2,2,2,2,3,4,4,4,4,3,3,2,6,6,6,6,4,4,6,6,6,6,6,4,2,,2,2,4,3,2,1,94565-01-01T00:00:00,US,5,3,1,1,1
2213,1818,B,25,1,1,9,28,2587,50,1,4,7:00,8:15,75,1,5,,2,2,1,2,2,3,2,5,4,0,5,5,5,6,6,5,3,5,4,5,4,5,5,5,5,5,5,5,2,,1,4,5,5,2,1,94703-01-01T00:00:00,US,3,3,1,2,1
2214,1819,B,25,1,1,9,28,2587,50,1,4,7:40,8:15,35,1,2,,1,0,1,2,2,5,2,4,4,4,4,3,4,2,6,4,4,6,6,6,4,3,4,6,6,4,4,4,2,,3,4,5,0,2,1,94941-01-01T00:00:00,US,6,5,2,0,1
2215,1820,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,3,4,,1,2,2,2,2,3,2,3,3,4,4,4,4,3,3,3,4,6,6,6,4,4,4,6,6,4,4,5,1,4,5,4,4,3,2,1,94080-01-01T00:00:00,US,2,3,1,2,1
2216,1821,B,25,1,1,9,28,2587,50,1,4,7:00,8:15,75,1,1,1,2,2,1,2,2,4,2,4,4,3,4,4,4,6,6,4,4,5,5,5,4,4,4,4,4,4,4,4,2,,5,5,5,5,2,1,94107-01-01T00:00:00,US,1,6,1,4,1
2217,1822,B,25,1,1,9,28,2587,50,1,4,6:15,8:15,120,2,9,,2,2,1,2,2,1,2,3,3,3,4,4,4,4,4,4,6,3,6,4,4,4,6,4,4,4,4,5,2,,5,4,4,4,2,3,15190-01-01T00:00:00,US,12,5,1,4,1
2218,1823,B,25,1,1,9,28,2587,50,1,4,5:55,8:15,140,1,1,1,1,2,1,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,4,5,1,4,6,5,5,5,2,1,94401-01-01T00:00:00,US,2,5,1,2,1
2219,1824,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,3,5,,2,2,1,2,2,1,2,4,4,6,4,4,6,6,6,6,6,2,6,6,4,4,6,5,6,4,2,5,2,,5,5,4,5,2,3,90065-01-01T00:00:00,US,10,2,1,1,1
2220,1825,B,25,1,1,9,28,2587,50,1,4,7:25,8:15,50,1,4,,2,2,2,2,2,4,2,4,4,3,4,4,3,6,6,5,5,5,5,6,4,4,4,5,6,4,3,5,1,4,5,5,4,4,2,1,94133-01-01T00:00:00,US,1,3,1,2,1
2221,1826,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,1,9,,2,2,1,2,2,3,2,3,2,2,3,3,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,2,,7,3,4,3,2,3,87110-01-01T00:00:00,US,10,6,1,4,1
2222,1827,B,25,1,1,9,28,2587,50,1,4,5:30,8:15,165,1,1,4,2,2,1,2,2,6,2,3,3,3,4,4,4,6,6,4,3,6,6,6,4,4,4,4,4,4,4,5,2,,6,0,4,5,2,1,94019-01-01T00:00:00,US,2,5,1,4,1
2223,1828,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,5,2,,2,1,2,2,1,3,2,6,3,3,3,4,4,2,3,3,0,3,6,6,4,3,6,4,6,3,3,4,2,,5,5,5,5,2,1,94110-01-01T00:00:00,US,1,3,2,1,1
2224,1829,B,25,1,1,9,28,2587,50,1,4,7:00,8:15,75,1,1,3,2,2,1,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,,5,4,4,3,0,1,94131-01-01T00:00:00,US,1,5,1,2,1
2225,1830,B,25,1,1,9,28,2587,50,1,4,6:15,8:15,120,1,1,1,2,2,2,1,2,3,1,5,3,3,4,4,5,6,6,4,4,4,1,6,4,4,4,4,6,2,4,5,1,5,1,5,5,2,2,1,94611-01-01T00:00:00,US,3,6,1,4,1
2226,1831,B,25,1,1,9,28,2587,50,1,4,6:30,8:15,105,1,1,3,2,2,1,2,2,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,5,5,5,0,0,2,93901-01-01T00:00:00,US,10,7,1,3,1
2227,1832,B,25,1,1,9,28,2587,50,1,4,7:00,8:15,75,1,4,,1,1,2,2,2,3,1,4,3,3,4,3,4,6,6,6,6,4,6,6,4,5,6,5,6,3,3,4,2,,5,5,5,3,2,1,94117-01-01T00:00:00,US,1,3,1,4,1
2228,1833,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,1,2,,2,2,1,2,1,6,2,3,2,3,4,4,4,4,6,4,4,4,6,3,4,4,6,3,6,3,3,3,2,,5,4,5,5,2,1,94114-01-01T00:00:00,US,1,4,1,3,1
2229,1834,B,25,1,1,9,28,2587,50,1,4,7:15,8:15,60,1,1,1,2,2,1,2,2,4,2,4,4,4,4,4,4,3,3,4,4,0,3,3,4,4,4,4,4,4,4,4,1,3,6,4,4,3,2,1,94067-01-01T00:00:00,US,2,6,1,4,1
2230,1835,B,25,1,1,9,28,2587,50,1,4,6:15,8:15,120,2,7,,1,1,2,1,2,2,1,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,39,5,5,5,2,3,95249-01-01T00:00:00,US,10,6,2,0,1
2231,1836,B,25,1,1,9,28,2587,50,1,4,6:50,8:15,85,1,1,1,2,2,1,2,2,6,1,4,2,3,3,3,0,6,6,2,2,4,6,6,3,3,4,4,6,2,2,3,2,,3,4,5,2,2,1,94965-01-01T00:00:00,US,6,6,1,4,1
2232,1837,B,25,1,1,9,28,2587,50,1,4,7:00,8:15,75,2,1,4,1,2,2,2,2,2,1,6,6,6,4,4,5,6,6,6,4,6,6,6,4,5,6,6,6,4,4,4,2,,9,4,4,4,2,1,94952-01-01T00:00:00,US,7,6,2,0,1
2237,1615,F,82,3,2,7,32,274,50,1,4,14:45,15:47,62,2,2,,2,1,2,2,2,6,1,5,6,4,5,5,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,7,5,5,5,2,3,90254-01-01T00:00:00,US,10,6,2,2,1
2238,1616,F,82,3,2,7,32,274,50,1,4,13:45,15:47,122,2,1,1,1,2,2,2,2,1,1,4,4,4,3,3,4,5,6,5,5,6,6,6,4,5,4,6,6,6,5,3,2,,8,5,4,5,2,1,94510-01-01T00:00:00,US,8,2,2,0,1
2239,1617,F,82,3,2,7,32,274,50,1,4,11:50,15:47,237,1,1,3,1,2,1,2,2,3,1,3,2,3,3,5,4,3,6,4,4,4,4,6,3,3,4,3,6,2,2,4,1,3,5,4,4,4,2,1,94941-01-01T00:00:00,US,6,3,2,0,1
2240,1618,F,82,3,2,7,32,274,50,1,4,14:30,15:47,77,1,4,,2,2,2,2,2,5,2,6,4,6,4,4,4,2,2,0,0,0,0,0,0,4,6,6,6,3,3,4,2,,5,5,4,4,2,1,94117-01-01T00:00:00,US,1,4,2,4,1
2241,1619,F,82,3,2,7,32,274,50,1,4,11:50,15:47,237,2,3,,1,2,1,1,2,1,2,3,3,3,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,11,6,4,4,2,4,,US,10,6,2,2,1
2242,1620,F,82,3,2,7,32,274,50,1,4,13:30,15:47,137,1,5,,2,2,2,2,2,2,2,5,6,6,4,4,4,6,6,3,6,3,6,6,4,3,6,4,6,6,4,3,2,,5,3,3,3,2,3,,US,10,3,2,0,1
